FIPSCode,Jurisdiction,State,Registered_Eligible_Total,Active_Registered_Total,Inactive_Registered_Total,Same_Day_Registration_Total,Same_Day_Comment,Voters_Removed_Rolls_Total,Voters_Moved_Removed,Voters_Died_Removed,Voter_Felony_Removed,Longterm_Inactive_Removed,Mentally_Incompetent_Removed,Voter_Request_Removed,Other1_Comment_Removed,Other1_Comment_Removed,Other2_Comment_Removed,Other2_Removed,Other3_Comment_Removed,Other3_Removed,Absentee_UOCAVA_Total,UOCAVA_Rejected,Missed_Deadline_UOCAVA,Voter_Signature_Problem_UOCAVA,No_Postmark_UOCAVA,Other_UOCAVA,Absentee_Civilian_Total,Civilian_Absentee_Counted,Civilian_Absentee_Rejected,Missed_Deadline_Civilian,No_Voter_Signature_Civilian,No_Witness_Signature_Civilian,Non-matching_Signature_Civilian,No_Official_Signature_Civilian,Unofficial_Envelope_Civilian,Ballot_Missing_Civilian,Envelope_Unsealed_Civilian,No_Address_Envelope_Civilian,Multiple_Ballots_Envelope_Civilian,Voter_Deceased_Civilian,Voted_In_Person_Civilian,Improper_ID_Civilian,No_Ballot_Application_Civilian,Other1_Comment_Civilian,Other1_Civilian,Other2_Comment_Civilian,Other2_Civilian,Other3_Comment_Civilian,Other3_Civilian,Precincts_Total,Polling_Places_Total,Poll_Workers_Total,Provisional_Ballot_Total,Counted_Full_Provisional,Counted_Partial_Provisional,Rejected_Provisional,Participated_Total,In_Person_Participated,UOCAVA_Absentee_Participated,Civilian_Absentee_Participated,Provisional_Participated,Early_Vote_Participated,Mail_Jurisdictoin_Participated,Other1_Comment_Participated,Other1_Participated
2813100000,STONE COUNTY,MS,11804,10789,1015,271,ABSENTEE,343,41,263,1,20,0,14,OTHER,4,VALID SKIP,-77,VALID SKIP,-77,23,0,0,0,0,-77,1388,1302,29,0,7,11,1,0,-99,0,0,-99,-99,0,0,-99,0,NO REASON GIVEN,1,NO SIGN ON APP,7,OTHER  ,2,15,15,90,112,58,-88,54,8013,6633,20,1302,58,-77,-88,VALID SKIP,-77
2813300000,SUNFLOWER COUNTY,MS,16777,15124,1653,200,ABSENTEE,651,141,406,69,28,0,2,OTHER,5,VALID SKIP,-77,VALID SKIP,-77,17,0,0,0,0,-77,1925,1881,0,0,0,0,0,0,-99,0,0,-99,-99,0,0,-99,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,17,17,135,199,145,-88,54,18362,16321,15,1881,145,-77,-88,VALID SKIP,-77
2813500000,TALLAHATCHIE COUNTY,MS,10039,9772,267,119,ABSENTEE,258,8,249,0,0,0,0,OTHER,1,VALID SKIP,-77,VALID SKIP,-77,12,0,0,0,0,-77,1152,1089,3,0,0,0,0,0,-99,0,0,-99,-99,0,0,-99,0,VALID SKIP,-77,VALID SKIP,-77,OTHER  ,3,21,21,106,49,30,-88,19,6086,4960,7,1089,30,-77,-88,VALID SKIP,-77
2813700000,TATE COUNTY,MS,19265,17960,1305,402,ABSENTEE,1635,134,513,27,921,0,30,OTHER,10,VALID SKIP,-77,VALID SKIP,-77,23,0,0,0,0,-77,1837,1770,41,3,1,0,0,0,-99,0,0,-99,-99,0,0,-99,34,VALID SKIP,-77,NO SIGN ON APP,3,VALID SKIP,-77,20,20,163,169,138,-88,31,13224,11293,23,1770,138,-77,-88,VALID SKIP,-77
2813900000,TIPPAH COUNTY,MS,15048,14408,640,224,ABSENTEE,546,55,471,8,5,0,2,OTHER,5,VALID SKIP,-77,VALID SKIP,-77,8,0,0,0,0,-77,1373,1251,86,0,4,20,0,0,-99,0,3,-99,-99,0,0,-99,50,VALID SKIP,-77,NO SIGN ON APP,3,OTHER  ,6,24,24,133,111,67,-88,44,10257,8934,5,1251,67,-77,-88,VALID SKIP,-77
2814100000,TISHOMINGO COUNTY,MS,13505,12818,687,205,ABSENTEE,789,63,442,4,269,0,6,OTHER,5,VALID SKIP,-77,VALID SKIP,-77,16,0,0,0,0,-77,1217,1164,23,1,8,13,0,0,-99,0,0,-99,-99,0,0,-99,0,VALID SKIP,-77,NO SIGN ON APP,1,VALID SKIP,-77,14,14,116,107,64,-88,43,9248,7957,11,1216,64,-77,-88,VALID SKIP,-77
2814300000,TUNICA COUNTY,MS,10163,6482,3681,112,ABSENTEE,328,102,209,5,3,0,9,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,4,0,0,0,0,-77,449,407,8,0,1,7,0,0,-99,0,0,-99,-99,0,0,-99,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,12,12,57,89,69,-88,20,3628,3149,3,407,69,-77,-88,VALID SKIP,-77
2814500000,UNION COUNTY,MS,18141,16737,1404,392,ABSENTEE,649,105,515,15,3,0,5,OTHER,6,VALID SKIP,-77,VALID SKIP,-77,18,0,0,0,0,-77,1801,1649,124,0,1,2,0,0,-99,0,0,-99,-99,0,0,-99,29,VALID SKIP,-77,NO SIGN ON APP,1,OTHER  ,91,20,20,99,123,102,-88,21,12911,11150,10,1649,102,-77,-88,VALID SKIP,-77
2814700000,WALTHALL COUNTY,MS,11291,10351,940,124,ABSENTEE,404,42,345,0,5,0,10,OTHER,2,VALID SKIP,-77,VALID SKIP,-77,3,0,0,0,0,-77,1518,1335,142,0,12,44,0,0,-99,4,0,-99,-99,0,0,-99,26,VALID SKIP,-77,NO SIGN ON APP,42,OTHER  ,14,20,20,89,72,45,-88,27,7319,5936,3,1335,45,-77,-88,VALID SKIP,-77
2814900000,WARREN COUNTY,MS,30657,27404,3253,577,ABSENTEE,1160,337,739,35,17,1,24,OTHER,7,VALID SKIP,-77,VALID SKIP,-77,65,0,0,0,0,-77,4224,4106,27,0,11,1,5,0,-99,1,0,-99,-99,0,0,-99,4,VALID SKIP,-77,NO SIGN ON APP,4,OTHER  ,1,23,23,231,763,584,-88,179,21250,16501,59,4106,584,-77,-88,VALID SKIP,-77
2815100000,WASHINGTON COUNTY,MS,35280,32008,3272,632,ABSENTEE,1450,469,922,17,16,0,11,OTHER,15,VALID SKIP,-77,VALID SKIP,-77,47,0,0,0,0,-77,7367,7197,2,0,0,0,0,0,-99,0,0,-99,-99,0,0,-99,0,VALID SKIP,-77,VALID SKIP,-77,OTHER  ,2,19,19,196,370,202,-88,168,18093,10662,32,7197,202,-77,-88,VALID SKIP,-77
2815300000,WAYNE COUNTY,MS,14449,13755,694,214,ABSENTEE,728,153,393,14,136,0,4,OTHER,28,VALID SKIP,-77,VALID SKIP,-77,25,0,0,0,0,-77,1468,1407,27,0,1,1,0,0,-99,0,0,-99,-99,0,0,-99,24,VALID SKIP,-77,NO SIGN ON APP,1,VALID SKIP,-77,22,22,114,100,79,-88,21,10197,8690,21,1407,79,-77,-88,VALID SKIP,-77
2815500000,WEBSTER COUNTY,MS,7567,7269,298,112,ABSENTEE,309,88,211,3,2,0,2,OTHER,3,VALID SKIP,-77,VALID SKIP,-77,9,0,0,0,0,-77,608,582,10,0,0,0,0,0,-99,0,0,-99,-99,0,0,-99,2,VALID SKIP,-77,VALID SKIP,-77,OTHER  ,8,17,17,73,73,55,-88,18,5446,4803,6,582,55,-77,-88,VALID SKIP,-77
2815700000,WILKINSON COUNTY,MS,7129,6748,381,32,ABSENTEE,205,7,176,15,1,0,1,OTHER,5,VALID SKIP,-77,VALID SKIP,-77,5,0,0,0,0,-77,611,558,0,0,0,0,0,0,-99,0,0,-99,-99,0,0,-99,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,9,9,45,0,0,-88,0,4201,3642,1,558,0,-77,-88,VALID SKIP,-77
2815900000,WINSTON COUNTY,MS,12790,12377,413,163,ABSENTEE,837,291,433,6,98,1,6,OTHER,2,VALID SKIP,-77,VALID SKIP,-77,20,0,0,0,0,-77,2199,2132,11,0,3,8,0,0,-99,0,0,-99,-99,0,0,-99,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,12,12,70,75,40,-88,35,9193,7003,18,2132,40,-77,-88,VALID SKIP,-77
2816100000,YALOBUSHA COUNTY,MS,10879,8965,1914,162,ABSENTEE,393,39,342,7,2,0,1,OTHER,2,VALID SKIP,-77,VALID SKIP,-77,11,0,0,0,0,-77,1303,1258,22,0,1,0,0,0,-99,0,0,-99,-99,0,0,-99,10,VALID SKIP,-77,VALID SKIP,-77,OTHER  ,11,12,12,87,45,26,-88,19,6592,5298,10,1258,26,-77,-88,VALID SKIP,-77
2816300000,YAZOO COUNTY,MS,19476,19138,338,202,ABSENTEE,638,99,492,9,3,0,17,OTHER,18,VALID SKIP,-77,VALID SKIP,-77,20,0,0,0,0,-77,1507,1385,56,2,1,9,1,0,-99,8,0,-99,-99,0,0,-99,12,NO REASON GIVEN,10,NO SIGN ON APP,2,OTHER  ,11,23,23,152,0,0,-88,0,10444,9043,16,1385,0,-77,-88,VALID SKIP,-77
2900100000,ADAIR COUNTY,MO,14908,13797,1111,-88,,1126,352,365,41,359,7,1,VALID SKIP,-77,DUPLICATE,1,VALID SKIP,-77,-99,-99,0,0,-99,-77,4214,4168,4,0,1,1,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,10,9,64,4,1,-88,3,10401,6185,46,4168,2,-99,-88,VALID SKIP,-77
2900300000,ANDREW COUNTY,MO,12974,12166,808,-88,,681,142,284,41,208,3,1,VALID SKIP,-77,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,1568,1551,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,20,12,52,3,1,-88,2,11382,9810,20,1551,1,-99,-88,VALID SKIP,-77
2900500000,ATCHISON COUNTY,MO,3889,3671,218,-88,,290,111,151,3,12,2,4,VALID SKIP,-77,DUPLICATE,7,VALID SKIP,-77,-99,-99,0,0,-99,-77,398,396,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,16,6,37,0,0,-88,0,3244,2839,9,396,0,-99,-88,VALID SKIP,-77
2900700000,AUDRAIN COUNTY,MO,15409,14247,1162,-88,,1513,236,794,89,378,12,2,RETURNED 1ST ID/VERIFICAITION CARD,1,DUPLICATE,1,VALID SKIP,-77,-99,-99,0,0,-99,-77,1735,1732,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,15,15,76,0,0,-88,0,10776,9014,30,1732,0,-99,-88,VALID SKIP,-77
2900900000,BARRY COUNTY,MO,22180,20467,1713,-88,,1510,293,649,69,458,21,8,RETURNED 1ST ID/VERIFICAITION CARD,1,DUPLICATE,11,VALID SKIP,-77,-99,-99,0,0,-99,-77,3394,3310,14,0,9,5,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,17,17,76,1,0,-88,1,19083,15744,29,3310,0,-99,-88,VALID SKIP,-77
2901100000,BARTON COUNTY,MO,8796,8129,667,-88,,570,77,375,18,93,2,0,VALID SKIP,-77,DUPLICATE,5,VALID SKIP,-77,-99,-99,0,0,-99,-77,1068,1051,8,4,2,0,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,9,9,32,0,0,-88,0,7173,6113,9,1051,0,-99,-88,VALID SKIP,-77
2901300000,BATES COUNTY,MO,11741,10966,775,-88,,744,151,368,27,191,6,0,RETURNED 1ST ID/VERIFICAITION CARD,1,VALID SKIP,-77,VALID SKIP,-77,-99,-99,0,0,-99,-77,1504,1470,6,0,2,2,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,15,10,60,1,0,-88,1,8491,7000,21,1470,0,-99,-88,VALID SKIP,-77
2901500000,BENTON COUNTY,MO,14758,14123,635,-88,,1608,157,760,104,577,7,2,VALID SKIP,-77,DUPLICATE,1,VALID SKIP,-77,-99,-99,0,0,-99,-77,3008,2959,10,2,3,1,-88,-88,-88,-88,-88,-88,-88,4,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,7,7,44,7,2,-88,5,13525,10533,28,2959,5,-99,-88,VALID SKIP,-77
2901700000,BOLLINGER COUNTY,MO,8371,8139,232,-88,,596,88,222,30,247,7,0,VALID SKIP,-77,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,941,932,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,8,8,38,7,6,-88,1,6019,5074,7,932,6,-99,-88,VALID SKIP,-77
2901900000,BOONE COUNTY,MO,131637,115124,16513,-88,,50878,30551,2862,458,14683,38,186,VALID SKIP,-77,DUPLICATE,2100,VALID SKIP,-77,-99,-99,0,0,-99,1,28547,28159,107,23,0,74,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,INCOMPLETE INFORMATION ON BALLOT ENVELOPE,4,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",5,VALID SKIP,-77,76,76,476,217,96,-88,121,89927,61146,521,28159,101,-99,-88,VALID SKIP,-77
2902100000,BUCHANAN COUNTY,MO,53297,48298,4999,-88,,4428,1105,1570,187,1464,40,21,RETURNED 1ST ID/VERIFICAITION CARD,1,DUPLICATE,40,VALID SKIP,-77,-99,-99,0,0,-99,-77,8578,8379,45,2,9,24,-88,-88,-88,-88,-88,-88,-88,7,-88,-88,-88,VALID SKIP,-77,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",3,VALID SKIP,-77,24,24,200,4,0,-88,4,45455,36950,126,8379,0,-99,-88,VALID SKIP,-77
2902300000,BUTLER COUNTY,MO,28687,26115,2572,-88,,3559,353,903,92,2184,21,5,VALID SKIP,-77,DUPLICATE,1,VALID SKIP,-77,-99,-99,0,1,-99,-77,2740,2650,29,0,12,15,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",2,VALID SKIP,-77,31,23,-99,1,0,-88,1,20900,18217,32,2650,1,-99,-88,VALID SKIP,-77
2902500000,CALDWELL COUNTY,MO,6542,6093,449,-88,,355,94,166,29,64,0,0,VALID SKIP,-77,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,597,577,7,0,1,4,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",2,VALID SKIP,-77,11,10,56,4,0,-88,4,5306,4720,9,577,0,-99,-88,VALID SKIP,-77
2902700000,CALLAWAY COUNTY,MO,29788,27659,2129,-88,,2619,535,944,156,957,19,7,RETURNED 1ST ID/VERIFICAITION CARD,1,VALID SKIP,-77,VALID SKIP,-77,-99,-99,3,0,-99,-77,4465,4379,7,3,1,3,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,21,19,170,6,0,-88,6,21020,16555,86,4379,0,-99,-88,VALID SKIP,-77
2902900000,CAMDEN COUNTY,MO,33448,30900,2548,-88,,3138,1264,1048,75,730,7,6,RETURNED 1ST ID/VERIFICAITION CARD,3,DUPLICATE,5,VALID SKIP,-77,-99,-99,2,2,-99,-77,6751,6625,17,3,10,0,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,VALID SKIP,-77,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",3,VALID SKIP,-77,24,19,96,6,4,-88,2,24998,18280,89,6625,4,-99,-88,VALID SKIP,-77
2903100000,CAPE GIRARDEAU COUNTY,MO,55327,50170,5157,-88,,3991,812,1324,190,1617,29,17,VALID SKIP,-77,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,14170,13984,19,8,1,10,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,36,31,302,117,27,-88,90,54739,40576,151,13984,28,-99,-88,VALID SKIP,-77
2903300000,CARROLL COUNTY,MO,6122,5797,325,-88,,449,108,194,23,119,3,0,VALID SKIP,-77,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,667,653,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,13,13,60,4,0,-88,4,4558,3894,11,653,0,-99,-88,VALID SKIP,-77
2903500000,CARTER COUNTY,MO,4717,4059,658,-88,,1296,361,820,24,66,4,18,RETURNED 1ST ID/VERIFICAITION CARD,2,DUPLICATE,1,VALID SKIP,-77,-99,-99,0,0,-99,-77,535,527,5,1,0,4,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,6,5,34,0,0,-88,0,3981,3450,4,527,0,-99,-88,VALID SKIP,-77
2903700000,CASS COUNTY,MO,80408,73350,7058,-88,,5760,1149,1949,170,2461,13,6,RETURNED 1ST ID/VERIFICAITION CARD,4,DUPLICATE,8,VALID SKIP,-77,-99,-99,0,1,-99,-77,16495,16042,50,1,23,17,-88,-88,-88,-88,-88,-88,-88,6,-88,-88,-88,INCOMPLETE INFORMATION ON BALLOT ENVELOPE,3,VALID SKIP,-77,VALID SKIP,-77,41,27,215,61,33,-88,28,74125,57881,167,16042,35,-99,-88,VALID SKIP,-77
2903900000,CEDAR COUNTY,MO,9390,9079,311,-88,,667,203,303,22,126,10,0,RETURNED 1ST ID/VERIFICAITION CARD,1,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,1401,1387,8,1,1,6,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,10,10,39,8,1,-88,7,8507,7105,14,1387,1,-99,-88,VALID SKIP,-77
2904100000,CHARITON COUNTY,MO,5383,5135,248,-88,,424,91,213,14,93,5,5,VALID SKIP,-77,DUPLICATE,3,VALID SKIP,-77,-99,-99,0,0,-99,-77,556,535,2,1,0,0,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,12,11,48,1,1,-88,0,4120,3574,9,535,2,-99,-88,VALID SKIP,-77
2904300000,CHRISTIAN COUNTY,MO,64043,59340,4703,-88,,3071,1035,1140,106,767,16,4,RETURNED 1ST ID/VERIFICAITION CARD,3,VALID SKIP,-77,VALID SKIP,-77,-99,-99,1,0,-99,-77,11958,11729,79,3,54,16,-88,-88,-88,-88,-88,-88,-88,2,-88,-88,-88,VALID SKIP,-77,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",4,VALID SKIP,-77,26,26,224,40,12,-88,28,58958,47053,161,11729,15,-99,-88,VALID SKIP,-77
2904500000,CLARK COUNTY,MO,4970,4787,183,-88,,408,96,139,24,139,5,0,VALID SKIP,-77,DUPLICATE,5,VALID SKIP,-77,-99,-99,0,0,-99,-77,769,736,2,0,2,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,43,6,32,2,0,-88,2,4165,3397,2,736,30,-99,-88,VALID SKIP,-77
2904700000,CLAY COUNTY,MO,176936,160717,16219,-88,,10517,4034,3071,331,3013,31,7,RETURNED 1ST ID/VERIFICAITION CARD,20,DUPLICATE,10,VALID SKIP,-77,-99,-99,2,0,-99,-77,43716,42713,36,6,10,16,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,INCOMPLETE INFORMATION ON BALLOT ENVELOPE,3,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",1,VALID SKIP,-77,81,62,493,400,198,-88,202,126089,82861,270,42713,245,-99,-88,VALID SKIP,-77
2904900000,CLINTON COUNTY,MO,15550,14548,1002,-88,,893,194,363,51,276,9,0,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,0,0,-99,-77,2589,2509,5,1,4,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,9,7,36,14,12,-88,2,13489,10944,24,2509,12,-99,-88,VALID SKIP,-77
2905100000,COLE COUNTY,MO,54218,49558,4660,-88,,3409,701,1148,136,1379,40,2,RETURNED 1ST ID/VERIFICAITION CARD,1,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,9802,9646,5,0,0,1,-88,-88,-88,-88,-88,-88,-88,4,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,28,28,164,53,21,-88,32,49743,39903,172,9646,22,-99,-88,VALID SKIP,-77
2905300000,COOPER COUNTY,MO,11705,10971,734,-88,,944,221,305,42,365,6,0,VALID SKIP,-77,DUPLICATE,5,VALID SKIP,-77,-99,-99,0,0,-99,-77,1413,1376,8,3,3,1,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,10,11,76,0,0,-88,0,8736,7345,15,1376,0,-99,-88,VALID SKIP,-77
2905500000,CRAWFORD COUNTY,MO,16549,15173,1376,-88,,1239,203,496,67,420,15,3,RETURNED 1ST ID/VERIFICAITION CARD,35,VALID SKIP,-77,VALID SKIP,-77,-99,-99,0,0,-99,-77,2105,1977,55,1,17,29,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,INCOMPLETE INFORMATION ON BALLOT ENVELOPE,7,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",1,VALID SKIP,-77,19,8,85,0,0,-88,0,12972,10973,22,1977,0,-99,-88,VALID SKIP,-77
2905700000,DADE COUNTY,MO,5765,5440,325,-88,,744,159,320,37,220,2,0,RETURNED 1ST ID/VERIFICAITION CARD,1,DUPLICATE,5,VALID SKIP,-77,-99,-99,0,0,-99,-77,920,869,4,0,4,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,6,6,-99,0,0,-88,0,5031,4148,14,869,0,-99,-88,VALID SKIP,-77
2905900000,DALLAS COUNTY,MO,11547,10729,818,-88,,775,125,359,53,231,6,0,VALID SKIP,-77,DUPLICATE,1,VALID SKIP,-77,-99,-99,0,0,-99,-77,1524,1497,7,0,0,4,-88,-88,-88,-88,-88,-88,-88,3,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,11,13,53,0,0,-88,0,9638,8128,13,1497,0,-99,-88,VALID SKIP,-77
2906100000,DAVIESS COUNTY,MO,5400,5066,334,-88,,460,104,178,21,154,1,0,VALID SKIP,-77,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,773,762,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,15,6,34,14,6,-88,8,4148,3369,11,762,6,-99,-88,VALID SKIP,-77
2906300000,DEKALB COUNTY,MO,6789,6338,451,-88,,353,122,207,11,6,1,0,RETURNED 1ST ID/VERIFICAITION CARD,6,VALID SKIP,-77,VALID SKIP,-77,-99,-99,0,1,-99,-77,675,655,14,0,6,5,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,INCOMPLETE INFORMATION ON BALLOT ENVELOPE,3,VALID SKIP,-77,VALID SKIP,-77,12,8,22,3,1,-88,2,5543,4876,11,655,1,-99,-88,VALID SKIP,-77
2906500000,DENT COUNTY,MO,10095,9647,448,-88,,1193,104,488,71,522,1,2,VALID SKIP,-77,DUPLICATE,5,VALID SKIP,-77,-99,-99,0,0,-99,-77,1587,1565,8,0,4,0,-88,-88,-88,-88,-88,-88,-88,4,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,8,9,60,2,1,-88,1,8808,7224,18,1565,1,-99,-88,VALID SKIP,-77
2906700000,DOUGLAS COUNTY,MO,9630,9033,597,-88,,716,190,323,31,165,3,3,VALID SKIP,-77,DUPLICATE,1,VALID SKIP,-77,-99,-99,0,0,-99,-77,1162,1147,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,13,13,58,0,0,-88,0,7064,5897,20,1147,0,-99,-88,VALID SKIP,-77
2906900000,DUNKLIN COUNTY,MO,17668,16079,1589,-88,,4061,546,1285,123,2026,26,10,RETURNED 1ST ID/VERIFICAITION CARD,23,DUPLICATE,22,VALID SKIP,-77,-99,-99,0,0,-99,-77,1557,1543,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,22,22,108,9,9,-88,0,12018,10456,10,1543,9,-99,-88,VALID SKIP,-77
2907100000,FRANKLIN COUNTY,MO,74201,68840,5361,-88,,4473,614,1902,195,1718,16,6,RETURNED 1ST ID/VERIFICAITION CARD,20,DUPLICATE,2,VALID SKIP,-77,-99,-99,0,0,-99,-77,10443,10143,0,0,0,0,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,41,41,287,65,17,-88,48,54107,43779,152,10143,33,-99,-88,VALID SKIP,-77
2907300000,GASCONADE COUNTY,MO,10793,10110,683,-88,,730,128,360,36,195,5,1,RETURNED 1ST ID/VERIFICAITION CARD,5,VALID SKIP,-77,VALID SKIP,-77,-99,-99,0,0,-99,-77,877,833,22,0,14,8,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,18,16,70,0,0,-88,0,8000,7155,12,833,0,-99,-88,VALID SKIP,-77
2907500000,GENTRY COUNTY,MO,4685,4668,17,-88,,205,26,163,10,1,3,0,RETURNED 1ST ID/VERIFICAITION CARD,2,VALID SKIP,-77,VALID SKIP,-77,-99,-99,0,0,-99,-77,564,545,5,0,3,0,-88,-88,-88,-88,-88,-88,-88,1,-88,-88,-88,VALID SKIP,-77,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",1,VALID SKIP,-77,11,4,31,0,0,-88,0,3819,3269,3,545,2,-99,-88,VALID SKIP,-77
2907700000,GREENE COUNTY,MO,204335,181627,22708,-88,,19242,4156,5414,660,8449,38,134,RETURNED 1ST ID/VERIFICAITION CARD,372,DUPLICATE,19,VALID SKIP,-77,-99,-99,2,2,-99,2,36352,34043,548,26,113,339,-88,-88,-88,-88,-88,-88,-88,5,-88,-88,-88,INCOMPLETE INFORMATION ON BALLOT ENVELOPE,31,"SIGNATURE DOES NOT MATCHING, MISSING BALLOT, ETC",19,VALID SKIP,-77,113,81,705,225,100,-88,125,140137,105362,582,34043,150,-99,-88,VALID SKIP,-77
2907900000,GRUNDY COUNTY,MO,6198,5861,337,-88,,687,234,405,27,11,2,8,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,-99,-99,0,0,-99,-77,994,972,5,0,1,4,-88,-88,-88,-88,-88,-88,-88,0,-88,-88,-88,VALID SKIP,-77,VALID SKIP,-77,VALID SKIP,-77,16,10,40,0,0,-88,0,4466,3486,8,972,0,-99,-88,VALID SKIP,-77
