FIPSCode,Jurisdiction,State,Registered_Eligible_Total,Active_Registered_Total,Inactive_Registered_Total,Same_Day_Registration_Total,Same_Day_Comment,Voters_Removed_Rolls_Total,Voters_Moved_Removed,Voters_Died_Removed,Voter_Felony_Removed,Longterm_Inactive_Removed,Mentally_Incompetent_Removed,Voter_Request_Removed,Other1_Comment_Removed,Other1_Comment_Removed,Other2_Comment_Removed,Other2_Removed,Other3_Comment_Removed,Other3_Removed,Absentee_UOCAVA_Total,UOCAVA_Rejected,Missed_Deadline_UOCAVA,Voter_Signature_Problem_UOCAVA,No_Postmark_UOCAVA,Other_UOCAVA,Absentee_Civilian_Total,Civilian_Absentee_Counted,Civilian_Absentee_Rejected,Missed_Deadline_Civilian,No_Voter_Signature_Civilian,No_Witness_Signature_Civilian,Non-matching_Signature_Civilian,Unofficial_Envelope_Civilian,Ballot_Missing_Civilian,Secrecy_Envelope_Rejected_Civilian,Multiple_Ballots_Envelope_Civilian,Envelope_Unsealed_Civilian,No_Postmark_Civilian,No_Address_Envelope_Civilian,Voter_Deceased_Civilian,Voted_In_Person_Civilian,Improper_ID_Civilian,Rejected_Jurisdiction_Eligibility_Civilian,No_Ballot_Application_Civilian,Other1_Comment_Civilian,Other1_Civilian,Other2_Comment_Civilian,Other2_Civilian,Other3_Comment_Civilian,Other3_Civilian,Precincts_Total,Polling_Places_Total,Poll_Workers_Total,Provisional_Ballot_Total,Counted_Full_Provisional,Counted_Partial_Provisional,Rejected_Provisional,Participated_Total,In_Person_Participated,UOCAVA_Absentee_Participated,Civilian_Absentee_Participated,Provisional_Participated,Early_Vote_Participated,Mail_Jurisdictoin_Participated,Other1_Comment_Participated,Other1_Participated
3301751220,NEW DURHAM 00,NH,2091,2091,-88,123,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",526,239,2,0,-88,-88,-88,DUPLICATE - REMOVED,10,10-YEAR VERIFICATION PROCESS,275,,,0,0,-77,-77,-77,-77,138,126,6,3,0,0,0,0,0,-88,0,-88,-88,-88,1,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,2,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1545,1419,0,126,-88,-99,-88,,
3301765141,ROCHESTER 01,NH,3411,3411,-88,232,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",1246,357,31,0,-88,-88,-88,DUPLICATE - REMOVED,7,10-YEAR VERIFICATION PROCESS,851,,,5,0,1,0,-88,0,151,146,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,2374,2225,3,146,-88,-99,-88,,
3301765142,ROCHESTER 02,NH,3266,3266,-88,242,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",1196,362,30,0,-88,-88,-88,DUPLICATE - REMOVED,10,10-YEAR VERIFICATION PROCESS,794,,,3,0,0,0,-88,0,172,154,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,2206,2049,3,154,-88,-99,-88,,
3301765143,ROCHESTER 03,NH,3141,3141,-88,288,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",1365,390,24,0,-88,-88,-88,DUPLICATE - REMOVED,8,10-YEAR VERIFICATION PROCESS,943,,,4,0,0,0,-88,0,139,132,2,1,1,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,2096,1960,4,132,-88,-99,-88,,
3301765144,ROCHESTER 04,NH,2950,2950,-88,239,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",1174,300,27,1,-88,-88,-88,DUPLICATE - REMOVED,9,10-YEAR VERIFICATION PROCESS,837,,,1,0,0,0,-88,0,125,123,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1985,1861,1,123,-88,-99,-88,,
3301765145,ROCHESTER 05,NH,3227,3227,-88,195,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",1131,252,21,0,-88,-88,-88,DUPLICATE - REMOVED,3,10-YEAR VERIFICATION PROCESS,855,,,3,0,0,0,-88,0,168,163,2,0,1,0,0,0,0,-88,0,-88,-88,-88,1,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,2141,1975,3,163,-88,-99,-88,,
3301765146,ROCHESTER 06,NH,2825,2825,-88,202,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",1204,311,31,0,-88,-88,-88,DUPLICATE - REMOVED,9,10-YEAR VERIFICATION PROCESS,853,,,4,0,3,0,-88,0,113,111,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1832,1720,1,111,-88,-99,-88,,
3301765540,ROLLINSFORD 00,NH,1960,1960,-88,148,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",714,133,0,0,-88,-88,-88,DUPLICATE - REMOVED,9,10-YEAR VERIFICATION PROCESS,572,,,0,0,-77,-77,-77,-77,99,94,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1390,1296,0,94,-88,-99,-88,,
3301769941,SOMERSWORTH 01,NH,1719,1719,-88,117,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",768,130,3,0,-88,-88,-88,DUPLICATE - REMOVED,14,10-YEAR VERIFICATION PROCESS,621,,,2,0,0,0,-88,0,112,110,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1173,1062,1,110,-88,-99,-88,,
3301769942,SOMERSWORTH 02,NH,1297,1297,-88,82,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",599,88,3,0,-88,-88,-88,DUPLICATE - REMOVED,8,10-YEAR VERIFICATION PROCESS,500,,,0,0,-77,-77,-77,-77,75,72,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,881,809,0,72,-88,-99,-88,,
3301769943,SOMERSWORTH 03,NH,1193,1193,-88,102,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",588,37,4,0,-88,-88,-88,DUPLICATE - REMOVED,4,10-YEAR VERIFICATION PROCESS,543,,,2,0,0,0,-88,0,62,60,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,856,794,2,60,-88,-99,-88,,
3301769944,SOMERSWORTH 04,NH,1514,1514,-88,161,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",617,124,3,0,-88,-88,-88,DUPLICATE - REMOVED,8,10-YEAR VERIFICATION PROCESS,482,,,1,0,0,0,-88,0,73,73,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1084,1011,0,73,-88,-99,-88,,
3301769945,SOMERSWORTH 05,NH,1015,1015,-88,93,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",528,49,1,0,-88,-88,-88,DUPLICATE - REMOVED,7,10-YEAR VERIFICATION PROCESS,471,,,2,0,0,0,-88,0,30,28,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,632,603,1,28,-88,-99,-88,,
3301773860,STRAFFORD 00,NH,3185,3185,-88,121,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",829,205,2,0,-88,-88,-88,DUPLICATE - REMOVED,0,10-YEAR VERIFICATION PROCESS,622,,,8,0,0,0,-88,0,237,230,3,1,1,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",1,,,1,1,-99,-88,-88,-88,-88,2328,2091,7,230,-88,-99,-88,,
3301900260,ACWORTH 00,NH,639,639,-88,32,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",168,65,3,0,-88,-88,-88,DUPLICATE - REMOVED,1,10-YEAR VERIFICATION PROCESS,99,,,0,0,-77,-77,-77,-77,41,38,1,0,0,0,0,0,1,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,480,442,0,38,-88,-99,-88,,
3301911380,CHARLESTOWN 00,NH,2893,2893,-88,115,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",943,126,0,0,-88,-88,-88,DUPLICATE - REMOVED,10,10-YEAR VERIFICATION PROCESS,807,,,6,0,0,0,-88,0,105,101,3,0,2,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",1,,,1,1,-99,-88,-88,-88,-88,1852,1747,4,101,-88,-99,-88,,
3301912901,CLAREMONT 01,NH,1835,1835,-88,102,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",514,212,38,0,-88,-88,-88,DUPLICATE - REMOVED,1,10-YEAR VERIFICATION PROCESS,263,,,2,0,0,0,-88,0,85,82,1,0,1,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1171,1087,2,82,-88,-99,-88,,
3301912902,CLAREMONT 02,NH,2436,2436,-88,123,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",562,215,50,0,-88,-88,-88,DUPLICATE - REMOVED,3,10-YEAR VERIFICATION PROCESS,294,,,5,0,0,0,-88,0,110,105,4,2,2,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1710,1600,5,105,-88,-99,-88,,
3301912903,CLAREMONT 03,NH,2069,2069,-88,129,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",591,254,56,0,-88,-88,-88,DUPLICATE - REMOVED,2,10-YEAR VERIFICATION PROCESS,279,,,4,0,0,0,-88,0,97,91,2,1,0,0,0,0,1,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1451,1358,2,91,-88,-99,-88,,
3301915060,CORNISH 00,NH,1177,1177,-88,47,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",231,151,25,0,-88,-88,-88,DUPLICATE - REMOVED,4,10-YEAR VERIFICATION PROCESS,51,,,6,0,0,0,-88,0,70,70,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,958,882,6,70,-88,-99,-88,,
3301916340,CROYDON 00,NH,654,654,-88,12,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",122,76,1,0,-88,-88,-88,DUPLICATE - REMOVED,1,10-YEAR VERIFICATION PROCESS,44,,,0,0,-77,-77,-77,-77,23,23,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,442,419,0,23,-88,-99,-88,,
3301930500,GOSHEN 00,NH,535,535,-88,31,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",80,29,3,0,-88,-88,-88,DUPLICATE - REMOVED,1,10-YEAR VERIFICATION PROCESS,47,,,0,0,-77,-77,-77,-77,35,35,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,376,341,0,35,-88,-99,-88,,
3301931220,GRANTHAM 00,NH,2712,2712,-88,91,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",798,235,8,0,-88,-88,-88,DUPLICATE - REMOVED,6,10-YEAR VERIFICATION PROCESS,549,,,13,0,1,0,-88,0,278,261,4,2,0,0,0,0,0,-88,0,-88,-88,-88,1,1,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,2094,1822,11,261,-88,-99,-88,,
3301940900,LANGDON 00,NH,457,457,-88,15,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",89,21,1,0,-88,-88,-88,DUPLICATE - REMOVED,3,10-YEAR VERIFICATION PROCESS,64,,,1,0,0,0,-88,0,20,17,2,2,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,328,310,1,17,-88,-99,-88,,
3301941700,LEMPSTER 00,NH,792,792,-88,31,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",204,45,10,0,-88,-88,-88,DUPLICATE - REMOVED,1,10-YEAR VERIFICATION PROCESS,148,,,6,0,0,0,-88,0,41,40,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,579,533,6,40,-88,-99,-88,,
3301952580,NEWPORT 00,NH,3623,3623,-88,162,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",1243,232,9,0,-88,-88,-88,DUPLICATE - REMOVED,4,10-YEAR VERIFICATION PROCESS,998,,,8,0,0,0,-88,0,170,160,5,0,5,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,2350,2184,6,160,-88,-99,-88,,
3301962340,PLAINFIELD 00,NH,1785,1785,-88,53,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",296,248,9,0,-88,-88,-88,DUPLICATE - REMOVED,0,10-YEAR VERIFICATION PROCESS,39,,,11,0,0,0,-88,0,139,128,1,1,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,1383,1244,11,128,-88,-99,-88,,
3301972740,SPRINGFIELD 00,NH,977,977,-88,46,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",182,92,1,0,-88,-88,-88,DUPLICATE - REMOVED,1,10-YEAR VERIFICATION PROCESS,88,,,3,0,0,0,-88,0,71,69,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,759,687,3,69,-88,-99,-88,,
3301975060,SUNAPEE 00,NH,2878,2878,-88,100,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",798,187,10,0,-88,-88,-88,DUPLICATE - REMOVED,9,10-YEAR VERIFICATION PROCESS,592,,,10,0,0,0,-88,0,333,322,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,2058,1727,9,322,-88,-99,-88,,
3301977940,UNITY 00,NH,964,964,-88,25,"MAY INCLUDE DUPLICATE, NAME AND ADDRESS CHANGES",208,34,13,0,-88,-88,-88,DUPLICATE - REMOVED,4,10-YEAR VERIFICATION PROCESS,157,,,0,0,-77,-77,-77,-77,42,37,0,0,0,0,0,0,0,-88,0,-88,-88,-88,0,0,0,0,0,NO ABSENTEE REGISTRATION AFFIDAVIT ENVELOPE RETURNED,0,"ALREADY VOTED ABSENTEE, ABSENTEE BALLOT APPLICATION NOT SIGNED, ABSENTEE BALLOT CHALLENGED, WRONG BALLOT, ENVELOPE RECEIVED OTHER THAN MAIL, SPOUSE ETC., INCOMPLETE ABSENTEE BALLOT REGISTRATION AFFIDAVIT, NO LONGER ELIGIBLE, SPOILED BALLOT",0,,,1,1,-99,-88,-88,-88,-88,657,620,0,37,-88,-99,-88,,
